0.080000 0.002665 0.001526 
0.160000 0.005210 0.002262 
0.240000 0.006868 0.002921 
0.320000 0.009351 0.003457 
0.400000 0.006526 0.003975 
0.480000 0.007598 0.004834 
0.560000 0.008893 0.005111 
0.640000 0.012522 0.005707 
0.720000 0.009838 0.006122 
0.800000 0.006876 0.006468 
0.880000 0.003291 0.006986 
0.960000 0.004098 0.007491 
1.040000 0.003847 0.007834 
1.120000 0.001839 0.008257 
1.200000 0.003839 0.009115 
1.280000 0.004614 0.009329 
1.360000 0.004345 0.009636 
1.440000 0.002774 0.009912 
1.520000 0.002003 0.010584 
1.600000 0.003862 0.010343 
1.680000 0.003223 0.011587 
1.760000 0.004523 0.011259 
1.840000 0.005815 0.011323 
1.920000 0.006262 0.012252 
2.000000 0.005823 0.011819 
2.020000 0.006422 0.012440 
2.040000 0.006090 0.012403 
2.060000 0.003718 0.012700 
2.080000 0.003424 0.012701 
2.100000 0.002603 0.012181 
2.120000 0.002841 0.012459 
2.140000 0.002236 0.011979 
2.160000 0.001701 0.012466 
2.180000 0.001294 0.012273 
2.200000 0.003089 0.013443 
2.220000 0.001517 0.012197 
2.240000 0.002491 0.013098 
2.260000 0.003838 0.013015 
2.280000 0.002457 0.012454 
2.300000 0.003966 0.012310 
2.320000 0.002953 0.012311 
2.340000 0.002731 0.013151 
2.360000 0.000622 0.012647 
2.380000 0.002002 0.012724 
2.400000 0.001732 0.012579 
2.420000 0.002817 0.012980 
2.440000 0.003182 0.012777 
2.460000 0.002650 0.012920 
2.480000 0.003592 0.012691 
2.500000 0.004463 0.013301 
2.520000 0.004003 0.013780 
2.540000 0.005457 0.013224 
2.560000 0.004927 0.013143 
2.580000 0.007189 0.013474 
2.600000 0.009174 0.013238 
2.620000 0.010598 0.013386 
2.640000 0.010562 0.013331 
2.660000 0.012950 0.013173 
2.680000 0.017961 0.012998 
2.700000 0.022953 0.013040 
2.720000 0.025734 0.013122 
2.740000 0.031155 0.012877 
2.760000 0.037692 0.013189 
2.780000 0.040935 0.012841 
2.800000 0.048139 0.013353 
2.820000 0.054370 0.013329 
2.840000 0.060080 0.013403 
2.860000 0.065529 0.012716 
2.880000 0.072732 0.013119 
2.900000 0.080650 0.013114 
2.920000 0.088531 0.013489 
2.940000 0.098362 0.013258 
2.960000 0.106023 0.013618 
2.980000 0.115372 0.013693 
3.000000 0.124915 0.012926 
3.020000 0.133395 0.013696 
3.040000 0.143939 0.013224 
3.060000 0.153119 0.012890 
3.080000 0.164074 0.012781 
3.100000 0.174018 0.013308 
3.120000 0.183879 0.014013 
3.140000 0.194630 0.013212 
3.160000 0.205232 0.013308 
3.180000 0.214637 0.013543 
3.200000 0.225584 0.013540 
3.220000 0.235613 0.013605 
3.240000 0.246574 0.013371 
3.260000 0.257577 0.014028 
3.280000 0.268794 0.013273 
3.300000 0.279131 0.013820 
3.320000 0.288736 0.013927 
3.340000 0.301257 0.013656 
3.360000 0.310073 0.013961 
3.380000 0.320571 0.014232 
3.400000 0.332251 0.014245 
3.420000 0.341958 0.013643 
3.440000 0.353668 0.013726 
3.460000 0.363919 0.014322 
3.480000 0.373364 0.013863 
3.500000 0.383984 0.013594 
3.520000 0.393610 0.013928 
3.540000 0.402626 0.013932 
3.560000 0.411479 0.013781 
3.580000 0.420239 0.014684 
3.600000 0.428871 0.013943 
3.620000 0.437255 0.014034 
3.640000 0.443934 0.014461 
3.660000 0.452106 0.013793 
3.680000 0.460403 0.013794 
3.700000 0.467863 0.014159 
3.720000 0.475840 0.014076 
3.740000 0.482614 0.014434 
3.760000 0.491920 0.014363 
3.780000 0.497320 0.014352 
3.800000 0.504453 0.014570 
3.820000 0.512668 0.013690 
3.840000 0.518403 0.013450 
3.860000 0.525986 0.013737 
3.880000 0.532510 0.013998 
3.900000 0.539601 0.014703 
3.920000 0.548126 0.014903 
3.940000 0.552958 0.014307 
3.960000 0.558921 0.015077 
3.980000 0.564825 0.014610 
4.000000 0.573957 0.013811 
4.020000 0.579256 0.014335 
4.040000 0.587983 0.014407 
4.060000 0.593844 0.015024 
4.080000 0.600999 0.014068 
4.100000 0.607412 0.014515 
