0.080000 0.004720 0.005721 
0.160000 0.001332 0.008853 
0.240000 0.004521 0.010871 
0.320000 0.011883 0.012934 
0.400000 0.019327 0.014267 
0.480000 0.011867 0.016402 
0.560000 0.007022 0.018026 
0.640000 0.008187 0.019620 
0.720000 -0.002889 0.021281 
0.800000 -0.008427 0.022304 
0.880000 -0.009071 0.024542 
0.960000 -0.019158 0.026835 
1.040000 -0.008297 0.027744 
1.120000 -0.007491 0.029758 
1.200000 -0.000266 0.031392 
1.280000 0.008617 0.030918 
1.360000 0.004482 0.033864 
1.440000 0.007922 0.035514 
1.520000 0.013206 0.035778 
1.600000 0.025202 0.036498 
1.680000 0.036211 0.037653 
1.760000 0.042878 0.039706 
1.840000 0.042852 0.042440 
1.920000 0.048843 0.041136 
2.000000 0.054642 0.043679 
2.020000 0.055583 0.043760 
2.040000 0.052153 0.043839 
2.060000 0.054632 0.043788 
2.080000 0.055882 0.045257 
2.100000 0.062177 0.043960 
2.120000 0.062235 0.044151 
2.140000 0.063384 0.043405 
2.160000 0.062178 0.044855 
2.180000 0.062991 0.044461 
2.200000 0.065854 0.046115 
2.220000 0.069105 0.045371 
2.240000 0.066927 0.045100 
2.260000 0.065317 0.045515 
2.280000 0.062746 0.044228 
2.300000 0.058404 0.044314 
2.320000 0.063393 0.046178 
2.340000 0.061249 0.044021 
2.360000 0.060403 0.044207 
2.380000 0.062348 0.045520 
2.400000 0.061040 0.045409 
2.420000 0.060183 0.045957 
2.440000 0.067743 0.045896 
2.460000 0.068515 0.046265 
2.480000 0.068196 0.044313 
2.500000 0.068335 0.045541 
2.520000 0.062700 0.045395 
2.540000 0.061501 0.046425 
2.560000 0.058306 0.047216 
2.580000 0.055368 0.045767 
2.600000 0.058183 0.043725 
2.620000 0.059456 0.047329 
2.640000 0.056840 0.044613 
2.660000 0.065609 0.045605 
2.680000 0.063105 0.044946 
2.700000 0.064898 0.044972 
2.720000 0.064892 0.045317 
2.740000 0.067824 0.047278 
2.760000 0.065237 0.045580 
2.780000 0.066766 0.047002 
2.800000 0.073285 0.044395 
2.820000 0.074390 0.048429 
2.840000 0.072361 0.046312 
2.860000 0.076278 0.045533 
2.880000 0.082902 0.048281 
2.900000 0.086176 0.046391 
2.920000 0.083520 0.049245 
2.940000 0.089038 0.046807 
2.960000 0.094587 0.047634 
2.980000 0.097418 0.047713 
3.000000 0.106127 0.046413 
3.020000 0.115217 0.045698 
3.040000 0.116894 0.047290 
3.060000 0.124739 0.048056 
3.080000 0.129150 0.046234 
3.100000 0.129966 0.047364 
3.120000 0.137900 0.048377 
3.140000 0.153516 0.046867 
3.160000 0.158780 0.048762 
3.180000 0.170285 0.049399 
3.200000 0.174265 0.049211 
3.220000 0.183344 0.048996 
3.240000 0.195025 0.046977 
3.260000 0.209179 0.047564 
3.280000 0.224323 0.049367 
